"Region","RegionName","State","ForecastYoYPctChange","MSAName","CountyName","CityName"
"City","Mount Vernon","AR",3.96480853624312,"Little Rock, AR","Faulkner","Mount Vernon"
"City","Mountain View","NC",2.83324258534574,"Hickory, NC","Catawba","Mountain View"
"City","Murray","UT",4.90244253246378,"Salt Lake City, UT","Salt Lake","Murray"
"City","Murrieta","CA",4.9057664565904,"Riverside, CA","Riverside","Murrieta"
"City","Napa","CA",0.754431432135371,"Napa, CA","Napa","Napa"
"City","Nashville","TN",4.05030521524575,"Nashville, TN","Davidson","Nashville"
"City","Natick","MA",3.2598447126127,"Boston, MA","Middlesex","Natick"
"City","Nazareth","PA",3.74699888827968,"Allentown, PA","Northampton","Nazareth"
"City","Nether Providence","PA",2.43370189238752,"Philadelphia, PA","Delaware","Nether Providence"
"City","New Albany","IN",3.29628437762106,"Louisville/Jefferson County, IN","Floyd","New Albany"
"City","New Baltimore","MI",1.56607378125897,"Detroit, MI","Macomb","New Baltimore"
"City","New Carrollton","MD",0.502329485945929,"Washington, MD","Prince Georges","New Carrollton"
"City","New Freedom","PA",1.25309199292417,"York, PA","York","New Freedom"
"City","New Haven","CT",-0.29266235797037,"New Haven, CT","New Haven","New Haven"
"City","New Market","AL",2.88540925529184,"Huntsville, AL","Madison","New Market"
"City","New Port Richey","FL",2.65715789087256,"Tampa, FL","Pasco","New Port Richey"
"City","New Smyrna Beach","FL",2.62161746457686,"Daytona Beach, FL","Volusia","New Smyrna Beach"
"City","New York","NY",6.14420418103351,"New York, NY","Queens","New York"
"City","Newark","DE",2.22191022182102,"Philadelphia, DE","New Castle","Newark"
"City","Newburg","MD",0.311685583106213,"Washington, MD","Charles","Newburg"
"City","Newbury","MA",3.97681243594731,"Boston, MA","Essex","Newbury"
"City","Newfields","NH",3.38853336219509,"Boston, NH","Rockingham","Newfields"
"City","Newton Falls","OH",2.65887470785752,"Youngstown, OH","Trumbull","Newton Falls"
"City","Niantic","CT",3.95250442870052,"New London, CT","New London","Niantic"
"City","Norfolk","VA",1.76614429564177,"Virginia Beach, VA","Norfolk City","Norfolk"
"City","North Barrington","IL",0.939371067368388,"Chicago, IL","Lake","North Barrington"
"City","North Decatur","GA",4.98851414841956,"Atlanta, GA","Dekalb","North Decatur"
"City","North Falmouth","MA",2.19005149282398,"Cape Cod, MA","Barnstable","North Falmouth"
"City","North Miami","FL",2.14181381022764,"Miami-Fort Lauderdale, FL","Miami-Dade","North Miami"
"City","North Salem","IN",4.55831990977212,"Indianapolis, IN","Hendricks","North Salem"
"City","North Wales","PA",0.979328873440515,"Philadelphia, PA","Montgomery","North Wales"
"City","Northville Township","MI",0.849914091714272,"Detroit, MI","Wayne","Northville Township"
"City","Northwood","NH",3.51015441897033,"Boston, NH","Rockingham","Northwood"
"City","Norton","OH",2.67469815875514,"Akron, OH","Summit","Norton"
"City","Norwood","MA",2.25054704586285,"Boston, MA","Norfolk","Norwood"
"City","Oak Lawn","IL",2.97318366941864,"Chicago, IL","Cook","Oak Lawn"
"City","Oak Park","IL",1.84944759495697,"Chicago, IL","Cook","Oak Park"
"City","Oakton","VA",-0.3189438877567,"Washington, VA","Fairfax","Oakton"
"City","Oakwood","GA",2.71104363663903,"Gainesville, GA","Hall","Oakwood"
"City","Oakwood","OH",2.22112358319489,"Dayton, OH","Montgomery","Oakwood"
"City","Oceanside","CA",4.28719545050691,"San Diego, CA","San Diego","Oceanside"
"City","Ogden","IL",2.31106866148634,"Champaign-Urbana, IL","Champaign","Ogden"
"City","Okemos","MI",3.43800803803452,"Lansing, MI","Ingham","Okemos"
"City","Old Monroe","MO",2.66055300137549,"St. Louis, MO","Lincoln","Old Monroe"
"City","Olmos Park","TX",5.30811144132935,"San Antonio, TX","Bexar","Olmos Park"
"City","Olney","MD",0.18754901137283,"Washington, MD","Montgomery","Olney"
"City","Olyphant","PA",3.8450178055958,"Scranton, PA","Lackawanna","Olyphant"
"City","Orange City","FL",5.67359801251603,"Daytona Beach, FL","Volusia","Orange City"
"City","Orange Park","FL",3.22243307383591,"Jacksonville, FL","Clay","Orange Park"
"City","Oviedo","FL",4.10352150621597,"Orlando, FL","Seminole","Oviedo"
"City","Palm Beach Shores","FL",1.02975681601863,"Miami-Fort Lauderdale, FL","Palm Beach","Palm Beach Shores"
"City","Palmyra","IL",2.6504792165947,"St. Louis, IL","Macoupin","Palmyra"
"City","Palos Heights","IL",2.24889590625747,"Chicago, IL","Cook","Palos Heights"
"City","Panama City Beach","FL",2.99355272765649,"Panama City, FL","Bay","Panama City Beach"
"City","Paramount","CA",2.27787196943183,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Paramount"
"City","Pawtucket","RI",4.75484298073061,"Providence, RI","Providence","Pawtucket"
"City","Peculiar","MO",3.36564919248192,"Kansas City, MO","Cass","Peculiar"
"City","Pekin","IL",2.62889352005174,"Peoria, IL","Tazewell","Pekin"
"City","Pennington","NJ",0.377406118734384,"Trenton, NJ","Mercer","Pennington"
"City","Pennsauken","NJ",3.39449776736887,"Philadelphia, NJ","Camden","Pennsauken"
"City","Pequannock","NJ",2.42101155768482,"New York, NJ","Morris","Pequannock"
"City","Phelan","CA",5.56194480482408,"Riverside, CA","San Bernardino","Phelan"
"City","Piedmont","CA",0.974919385337023,"San Francisco, CA","Alameda","Piedmont"
"City","Pilesgrove","NJ",3.28520362353595,"Philadelphia, NJ","Salem","Pilesgrove"
"City","Pine Hills","FL",5.65863262761304,"Orlando, FL","Orange","Pine Hills"
"City","Pittston Township","PA",4.16349258895306,"Scranton, PA","Luzerne","Pittston Township"
"City","Plainview","NY",3.41612674734351,"New York, NY","Nassau","Plainview"
"City","Plano","IL",3.18522027392632,"Chicago, IL","Kendall","Plano"
"City","Pleasant Shade","TN",2.64031215266713,"Nashville, TN","Smith","Pleasant Shade"
"City","Pleasantville","NY",3.64346127296264,"New York, NY","Westchester","Pleasantville"
"City","Pontiac","MI",1.3085560669996,"Detroit, MI","Oakland","Pontiac"
"City","Port Deposit","MD",1.94143079141348,"Philadelphia, MD","Cecil","Port Deposit"
"City","Posey","CA",3.6978791519381,"Visalia, CA","Tulare","Posey"
"City","Princeton","NC",3.44047046194769,"Raleigh, NC","Johnston","Princeton"
"City","Purcellville","VA",0.0272290356213392,"Washington, VA","Loudoun","Purcellville"
"City","Puyallup","WA",6.05194975844607,"Seattle, WA","Pierce","Puyallup"
"City","Quarryville","PA",2.12783821165719,"Lancaster, PA","Lancaster","Quarryville"
"City","Queen Anne","MD",1.83989735717518,"Baltimore, MD","Queen Annes","Queen Anne"
"City","Quincy","FL",3.15300508164019,"Tallahassee, FL","Gadsden","Quincy"
"City","Quincy","MA",2.83568140368902,"Boston, MA","Norfolk","Quincy"
"City","Ramsey","NJ",2.29348498402444,"New York, NJ","Bergen","Ramsey"
"City","Ravensdale","WA",6.65129796506151,"Seattle, WA","King","Ravensdale"
"City","Reading","MA",3.65245332804708,"Boston, MA","Middlesex","Reading"
"City","Reading","PA",3.91271710885429,"Reading, PA","Berks","Reading"
"City","Reiffton","PA",3.82461838425546,"Reading, PA","Berks","Reiffton"
"City","Rensselaer","IN",1.82930499476052,"Chicago, IN","Jasper","Rensselaer"
"City","Reston","VA",-0.275419316187821,"Washington, VA","Fairfax","Reston"
"City","Richfield","MN",3.16591200848819,"Minneapolis-St Paul, MN","Hennepin","Richfield"
"City","Richmond","VA",4.0794544765107,"Richmond, VA","Richmond City","Richmond"
"City","Ridgefield","WA",3.78723656535594,"Portland, WA","Clark","Ridgefield"
"City","Rincon","GA",3.9525759265714,"Savannah, GA","Effingham","Rincon"
"City","Ripon","WI",2.19046508915206,"Fond du Lac, WI","Fond du Lac","Ripon"
"City","River Vale","NJ",2.62608176292112,"New York, NJ","Bergen","River Vale"
"City","Riverdale","GA",5.02201664238278,"Atlanta, GA","Clayton","Riverdale"
"City","Riverdale","IL",0.107824717301062,"Chicago, IL","Cook","Riverdale"
"City","Riverdale","UT",4.54384379312717,"Ogden, UT","Weber","Riverdale"
"City","Riverton","NJ",0.486793406417503,"Philadelphia, NJ","Burlington","Riverton"
"City","Riverview","FL",2.6099388160715,"Tampa, FL","Hillsborough","Riverview"
"City","Riviera Beach","FL",1.63487957819421,"Miami-Fort Lauderdale, FL","Palm Beach","Riviera Beach"
"City","Roanoke","VA",2.33903420832947,"Roanoke, VA","Roanoke City","Roanoke"
"City","Roberts","WI",2.73070236361864,"Minneapolis-St Paul, WI","Saint Croix","Roberts"
"City","Rockland","MA",3.48115791476445,"Boston, MA","Plymouth","Rockland"
"City","Rocklin","CA",4.95734632795295,"Sacramento, CA","Placer","Rocklin"
"City","Rodeo","CA",1.49816897975263,"San Francisco, CA","Contra Costa","Rodeo"
"City","Rohnert Park","CA",2.76822414917937,"Santa Rosa, CA","Sonoma","Rohnert Park"
"City","Roland","AR",3.48396152915841,"Little Rock, AR","Pulaski","Roland"
"City","Rolling Hills","CA",1.06311611696453,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Rolling Hills"
"City","Rollinsford","NH",3.87604968394863,"Boston, NH","Strafford","Rollinsford"
"City","Rosemount","MN",2.46667393912918,"Minneapolis-St Paul, MN","Dakota","Rosemount"
"City","Roslyn Heights","NY",3.62460776159929,"New York, NY","Nassau","Roslyn Heights"
"City","Ross","CA",0.573227257527856,"San Francisco, CA","Marin","Ross"
"City","Rotonda West","FL",1.14779885762952,"Punta Gorda, FL","Charlotte","Rotonda West"
"City","Royal","AR",4.61392824200675,"Hot Springs, AR","Garland","Royal"
"City","Royal Oak","MI",2.64763702547266,"Detroit, MI","Oakland","Royal Oak"
"City","Royal Palm Beach","FL",0.740375694592732,"Miami-Fort Lauderdale, FL","Palm Beach","Royal Palm Beach"
"City","Rush Springs","OK",-1.05750490688732,"Oklahoma City, OK","Grady","Rush Springs"
"City","Sachse","TX",4.84134040314162,"Dallas-Fort Worth, TX","Dallas","Sachse"
"City","Saddle Brook","NJ",4.56985675103662,"New York, NJ","Bergen","Saddle Brook"
"City","Saint Anne","IL",2.8419036752684,"Kankakee, IL","Kankakee","Saint Anne"
"City","Saint Clair Shores","MI",2.81517784215689,"Detroit, MI","Macomb","Saint Clair Shores"
"City","Saint Jacob","IL",1.93628766296362,"St. Louis, IL","Madison","Saint Jacob"
"City","Saint Louis","MO",4.00141571698023,"St. Louis, MO","Saint Louis City","Saint Louis"
"City","Saint Louis Park","MN",2.71197689406556,"Minneapolis-St Paul, MN","Hennepin","Saint Louis Park"
"City","Salem","UT",4.50846442184585,"Provo, UT","Utah","Salem"
"City","Salt Lake City","UT",4.57773863317222,"Salt Lake City, UT","Salt Lake","Salt Lake City"
"City","San Carlos","CA",0.673518032820939,"San Francisco, CA","San Mateo","San Carlos"
"City","San Jacinto","CA",5.46506897143386,"Riverside, CA","Riverside","San Jacinto"
"City","San Juan Bautista","CA",1.80433795773166,"San Jose, CA","San Benito","San Juan Bautista"
"City","San Luis Obispo","CA",4.07538229067705,"San Luis Obispo, CA","San Luis Obispo","San Luis Obispo"
"City","Sand Lake","MI",3.01304919765762,"Grand Rapids, MI","Kent","Sand Lake"
"City","Sandy","UT",4.05639849132875,"Salt Lake City, UT","Salt Lake","Sandy"
"City","Santa Clara","UT",3.12003247049716,"St. George, UT","Washington","Santa Clara"
"City","Santee","CA",4.14608319262079,"San Diego, CA","San Diego","Santee"
"City","Schroeppel","NY",1.91557654458118,"Syracuse, NY","Oswego","Schroeppel"
"City","Scriba","NY",1.50784992614621,"Syracuse, NY","Oswego","Scriba"
"City","Sedona","AZ",0.282965478408698,"Prescott, AZ","Yavapai","Sedona"
"City","Selah","WA",6.16486675076879,"Yakima, WA","Yakima","Selah"
"City","Selden","NY",4.17751365075952,"New York, NY","Suffolk","Selden"
"City","Sellersburg","IN",2.7489756590663,"Louisville/Jefferson County, IN","Clark","Sellersburg"
"City","Severance","CO",3.73366946365469,"Greeley, CO","Weld","Severance"
"City","Sewickley","PA",2.79147408545864,"Pittsburgh, PA","Allegheny","Sewickley"
"City","Shady Hills","FL",3.79231898024116,"Tampa, FL","Pasco","Shady Hills"
"City","Shafter","CA",3.25060649746699,"Bakersfield, CA","Kern","Shafter"
"City","Sharpsburg","GA",5.220136386881,"Atlanta, GA","Coweta","Sharpsburg"
"City","Shaver Lake","CA",2.72411050593348,"Fresno, CA","Fresno","Shaver Lake"
"City","Shawnee","KS",3.14548003473038,"Kansas City, KS","Johnson","Shawnee"
"City","Sheffield Lake","OH",2.15447707389678,"Cleveland, OH","Lorain","Sheffield Lake"
"City","Shelton","CT",-1.17481965474953,"Stamford, CT","Fairfield","Shelton"
"City","Sherwood","OR",4.46823683403266,"Portland, OR","Washington","Sherwood"
"City","Sidney","MI",3.13636953871676,"Grand Rapids, MI","Montcalm","Sidney"
"City","Siloam Springs","AR",5.10265413532553,"Fayetteville, AR","Benton","Siloam Springs"
"City","Silver Spring","MD",0.0331323825205325,"Washington, MD","Montgomery","Silver Spring"
"City","Slatington","PA",2.00449963477449,"Allentown, PA","Lehigh","Slatington"
"City","Snoqualmie","WA",7.15523041923095,"Seattle, WA","King","Snoqualmie"
"City","Solebury","PA",1.364976024625,"Philadelphia, PA","Bucks","Solebury"
"City","Solvay","NY",2.73257510009728,"Syracuse, NY","Onondaga","Solvay"
"City","South Hill","WA",5.94048038512099,"Seattle, WA","Pierce","South Hill"
"City","South Huntington","NY",5.34616189655179,"New York, NY","Suffolk","South Huntington"
"City","South Miami","FL",1.41350759647267,"Miami-Fort Lauderdale, FL","Miami-Dade","South Miami"
"City","South Windham","CT",2.97049152249971,"Worcester, CT","Windham","South Windham"
"City","Southington","OH",2.03632709108214,"Youngstown, OH","Trumbull","Southington"
"City","Spartanburg","SC",3.85606308363753,"Spartanburg, SC","Spartanburg","Spartanburg"
"City","Sprague","CT",2.76199728265549,"New London, CT","New London","Sprague"
"City","Spring Branch","TX",4.4377906911337,"San Antonio, TX","Comal","Spring Branch"
"City","Spring Hill","TN",2.89342792397873,"Nashville, TN","Maury","Spring Hill"
"City","Spring Hope","NC",4.94830161722708,"Rocky Mount, NC","Nash","Spring Hope"
"City","Springdale","AR",3.26436733278029,"Fayetteville, AR","Washington","Springdale"
"City","Springfield","MA",4.16412466687957,"Springfield, MA","Hampden","Springfield"
"City","Springfield","MO",2.39948290460139,"Springfield, MO","Greene","Springfield"
"City","Springfield","OR",4.57441302351776,"Eugene, OR","Lane","Springfield"
"City","Stafford Springs","CT",2.42106793020099,"Hartford, CT","Tolland","Stafford Springs"
"City","Stanley","NC",3.74011803443184,"Charlotte, NC","Gaston","Stanley"
"City","Stanwood","WA",6.8248035743568,"Seattle, WA","Snohomish","Stanwood"
"City","Stevensville","MD",2.26953087199064,"Baltimore, MD","Queen Annes","Stevensville"
"City","Stockton","CA",7.22860679031918,"Stockton, CA","San Joaquin","Stockton"
"City","Stow","MA",3.22920210581841,"Boston, MA","Middlesex","Stow"
"City","Stow","OH",2.70597503381115,"Akron, OH","Summit","Stow"
"City","Struthers","OH",2.27317347824542,"Youngstown, OH","Mahoning","Struthers"
"City","Sturgeon","MO",2.36772504545499,"Columbia, MO","Boone","Sturgeon"
"City","Barstow","CA",8.81032270818331,"Riverside, CA","San Bernardino","Barstow"
"City","Surprise","AZ",3.20375290746671,"Phoenix, AZ","Maricopa","Surprise"
"City","Swedesboro","NJ",0.532713601511065,"Philadelphia, NJ","Gloucester","Swedesboro"
"City","Sweetwater","FL",1.66289680769261,"Miami-Fort Lauderdale, FL","Miami-Dade","Sweetwater"
"City","Syracuse","NY",2.20137896136636,"Syracuse, NY","Onondaga","Syracuse"
"City","Tamarac","FL",2.53784046939058,"Miami-Fort Lauderdale, FL","Broward","Tamarac"
"City","Taylor","MI",2.69222389695387,"Detroit, MI","Wayne","Taylor"
"City","Tekonsha","MI",3.14592256103778,"Battle Creek, MI","Calhoun","Tekonsha"
"City","Telford","PA",1.47086148582482,"Philadelphia, PA","Montgomery","Telford"
"City","Telford","TN",3.17613888713932,"Johnson City, TN","Washington","Telford"
"City","Temecula","CA",4.12826422405744,"Riverside, CA","Riverside","Temecula"
"City","Terrace Park","OH",3.65973253899208,"Cincinnati, OH","Hamilton","Terrace Park"
"City","Thornwood","NY",2.84198267825897,"New York, NY","Westchester","Thornwood"
"City","Thunderbolt","GA",3.70184107843481,"Savannah, GA","Chatham","Thunderbolt"
"City","Titusville","FL",4.4877867433698,"Melbourne, FL","Brevard","Titusville"
"City","Toano","VA",1.74804598981631,"Virginia Beach, VA","James City","Toano"
"City","Tracy","CA",5.77182171872556,"Stockton, CA","San Joaquin","Tracy"
"City","Trainer","PA",1.39159463158989,"Philadelphia, PA","Delaware","Trainer"
"City","Travelers Rest","SC",2.89527169660141,"Greenville, SC","Greenville","Travelers Rest"
"City","Trinity","NC",3.23792638159341,"Greensboro, NC","Randolph","Trinity"
"City","Trooper","PA",2.47538922644415,"Philadelphia, PA","Montgomery","Trooper"
"City","Troy","MI",1.21813736629031,"Detroit, MI","Oakland","Troy"
"City","Tucson","AZ",4.85249846223858,"Tucson, AZ","Pima","Tucson"
"City","Tukwila","WA",7.24275436365807,"Seattle, WA","King","Tukwila"
"City","Tulare","CA",4.68308757660971,"Visalia, CA","Tulare","Tulare"
"City","Tulpehocken","PA",3.15691091359307,"Reading, PA","Berks","Tulpehocken"
"City","Turnersville","NJ",2.13980498218296,"Philadelphia, NJ","Gloucester","Turnersville"
"City","Turtletown","TN",2.50659455333949,"Cleveland, TN","Polk","Turtletown"
"City","Twin Lakes","CO",3.85340277480356,"Denver, CO","Adams","Twin Lakes"
"City","Twinsburg","OH",2.6488970068478,"Akron, OH","Summit","Twinsburg"
"City","Tyaskin","MD",3.06688978703578,"Salisbury, MD","Wicomico","Tyaskin"
"City","Union Grove","NC",3.76723115390626,"Charlotte, NC","Iredell","Union Grove"
"City","University Park","MD",0.432617432607359,"Washington, MD","Prince Georges","University Park"
"City","Upper Arlington","OH",3.66902949542272,"Columbus, OH","Franklin","Upper Arlington"
"City","Upper Dublin","PA",1.91954190109381,"Philadelphia, PA","Montgomery","Upper Dublin"
"City","Urbana","IL",2.52972894333863,"Champaign-Urbana, IL","Champaign","Urbana"
"City","Vadnais Heights","MN",3.87531124530274,"Minneapolis-St Paul, MN","Ramsey","Vadnais Heights"
"City","Valley Center","CA",4.18652735250615,"San Diego, CA","San Diego","Valley Center"
"City","Van Buren","AR",4.42202393056601,"Fort Smith, AR","Crawford","Van Buren"
"City","Vermilion","OH",2.34836433842122,"Cleveland, OH","Lorain","Vermilion"
"City","Vero Beach","FL",4.91134310519415,"Vero Beach, FL","Indian River","Vero Beach"
"City","Villa Park","IL",2.111832862673,"Chicago, IL","Du Page","Villa Park"
"City","Wadsworth","IL",2.33350522123161,"Chicago, IL","Lake","Wadsworth"
"City","Wakefield","MA",3.03386379940022,"Boston, MA","Middlesex","Wakefield"
"City","Walnut Cove","NC",3.06469654667483,"Winston-Salem, NC","Stokes","Walnut Cove"
"City","Wanamassa","NJ",3.31128526352776,"New York, NJ","Monmouth","Wanamassa"
"City","Wappingers Falls","NY",4.22438448140465,"New York, NY","Dutchess","Wappingers Falls"
"City","Warminster","PA",2.42753888516537,"Philadelphia, PA","Bucks","Warminster"
"City","Warrenton","VA",0.680959649550305,"Washington, VA","Fauquier","Warrenton"
"City","Washington","IL",3.07136039162907,"Peoria, IL","Tazewell","Washington"
"City","Washington","UT",3.18639415840916,"St. George, UT","Washington","Washington"
"City","Water Mill","NY",4.07706313176806,"New York, NY","Suffolk","Water Mill"
"City","Waterford","CA",4.98326686560335,"Modesto, CA","Stanislaus","Waterford"
"City","Watsonville","CA",3.78725972921063,"Santa Cruz, CA","Santa Cruz","Watsonville"
"City","Waverly","NE",4.25104372407223,"Lincoln, NE","Lancaster","Waverly"
"City","Wayne","MI",2.78234727613349,"Detroit, MI","Wayne","Wayne"
"City","Weatherly","PA",0.828597470797816,"Allentown, PA","Carbon","Weatherly"
"City","Welby","CO",5.08344682372905,"Denver, CO","Adams","Welby"
"City","West Cape May","NJ",0.648645021585417,"Ocean City, NJ","Cape May","West Cape May"
"City","West Carrollton","OH",1.58482568389777,"Dayton, OH","Montgomery","West Carrollton"
"City","West Des Moines","IA",3.72570898223471,"Des Moines, IA","Polk","West Des Moines"
"City","West Miami","FL",1.09128666679976,"Miami-Fort Lauderdale, FL","Miami-Dade","West Miami"
"City","West Milford","NJ",3.03757854589967,"New York, NJ","Passaic","West Milford"
"City","West Milton","OH",1.73497665510929,"Dayton, OH","Miami","West Milton"
"City","West Newbury","MA",3.05742141072156,"Boston, MA","Essex","West Newbury"
"City","West Palm Beach","FL",1.58951525188016,"Miami-Fort Lauderdale, FL","Palm Beach","West Palm Beach"
"City","Westchase","FL",2.00705905960345,"Tampa, FL","Hillsborough","Westchase"
"City","Westhampton","MA",2.7320396246936,"Springfield, MA","Hampshire","Westhampton"
"City","Westland","MI",2.68952638022149,"Detroit, MI","Wayne","Westland"
"City","Westminster","MA",3.96558382653691,"Worcester, MA","Worcester","Westminster"
"City","Weston","FL",0.0677281528611099,"Miami-Fort Lauderdale, FL","Broward","Weston"
"City","Westpoint","IN",3.24844068829692,"Lafayette-West Lafayette, IN","Tippecanoe","Westpoint"
"City","Westport","CT",-0.771369764705104,"Stamford, CT","Fairfield","Westport"
"City","Wexford","PA",2.12666134755111,"Pittsburgh, PA","Allegheny","Wexford"
"City","White Center","WA",6.85446202071929,"Seattle, WA","King","White Center"
"City","Wickliffe","OH",2.4886542358528,"Cleveland, OH","Lake","Wickliffe"
"City","Wilder","KY",2.452042757082,"Cincinnati, KY","Campbell","Wilder"
"City","Wilkinsburg","PA",3.56388416131176,"Pittsburgh, PA","Allegheny","Wilkinsburg"
"City","Willard","MO",2.71145917749194,"Springfield, MO","Greene","Willard"
"City","Williams","AZ",2.50865336479488,"Flagstaff, AZ","Coconino","Williams"
"City","Williamsport","TN",5.51390384402006,"Nashville, TN","Maury","Williamsport"
"City","Williamston","SC",2.79912158918615,"Greenville, SC","Anderson","Williamston"
"City","Williston","TN",5.389805142581,"Memphis, TN","Fayette","Williston"
"City","Williston Park","NY",5.01369931973969,"New York, NY","Nassau","Williston Park"
"City","Willoughby","OH",1.61813740515597,"Cleveland, OH","Lake","Willoughby"
"City","Willow Street","PA",2.33631054142155,"Lancaster, PA","Lancaster","Willow Street"
"City","Wilmerding","PA",3.01307483909967,"Pittsburgh, PA","Allegheny","Wilmerding"
"City","Winfield","IL",3.15830398347801,"Chicago, IL","Du Page","Winfield"
"City","Winfield","MO",2.413502075258,"St. Louis, MO","Lincoln","Winfield"
"City","Winnabow","NC",3.88906403357522,"Myrtle Beach, NC","Brunswick","Winnabow"
"City","Winters","CA",5.10760961348264,"Sacramento, CA","Yolo","Winters"
"City","Winterville","GA",2.54233880973256,"Athens, GA","Clarke","Winterville"
"City","Wolcott","CT",0.355255486636837,"New Haven, CT","New Haven","Wolcott"
"City","Wood River","IL",2.24956679291684,"St. Louis, IL","Madison","Wood River"
"City","Woodbury","GA",5.87647409230914,"Atlanta, GA","Meriwether","Woodbury"
"City","Woodland Park","CO",3.9094823697874,"Colorado Springs, CO","Teller","Woodland Park"
"City","Woodlawn","OH",3.13990284237052,"Cincinnati, OH","Hamilton","Woodlawn"
"City","Woods Hole","MA",2.93688903728775,"Cape Cod, MA","Barnstable","Woods Hole"
"City","Woodson Terrace","MO",-1.69335460056766,"St. Louis, MO","Saint Louis","Woodson Terrace"
"City","Wrentham","MA",2.57507932282702,"Boston, MA","Norfolk","Wrentham"
"City","Wrightstown","PA",1.42211301407242,"Philadelphia, PA","Bucks","Wrightstown"
"City","Wyncote","PA",1.4613780064327,"Philadelphia, PA","Montgomery","Wyncote"
"City","Yeadon","PA",4.02261580641558,"Philadelphia, PA","Delaware","Yeadon"
"City","Yellow Springs","OH",2.26200142162092,"Dayton, OH","Greene","Yellow Springs"
"City","Ypsilanti","MI",3.53403878034912,"Ann Arbor, MI","Washtenaw","Ypsilanti"
"City","Zelienople","PA",2.99084160809278,"Pittsburgh, PA","Butler","Zelienople"
"City","Zellwood","FL",4.70304125414812,"Orlando, FL","Orange","Zellwood"
"City","Anacortes","WA",6.82537825709106,"Mount Vernon, WA","Skagit","Anacortes"
"City","Bingham Farms","MI",2.68042310222306,"Detroit, MI","Oakland","Bingham Farms"
"City","Ann Arbor","MI",3.05916313382619,"Ann Arbor, MI","Washtenaw","Ann Arbor"
"City","Anna Maria","FL",0.703517388471545,"North Port-Sarasota-Bradenton, FL","Manatee","Anna Maria"
"City","Cazadero","CA",2.29672469274478,"Santa Rosa, CA","Sonoma","Cazadero"
"City","Cowpens","SC",2.99282516951551,"Spartanburg, SC","Spartanburg","Cowpens"
"City","Arnold","MD",0.855577488173803,"Baltimore, MD","Anne Arundel","Arnold"
"City","Charleroi","PA",3.80145899074928,"Pittsburgh, PA","Washington","Charleroi"
"City","Ashford","CT",2.10460455509739,"Worcester, CT","Windham","Ashford"
"City","Atkinson","IL",3.01236210898386,"Davenport, IL","Henry","Atkinson"
"City","Avon","IN",4.8084863826178,"Indianapolis, IN","Hendricks","Avon"
"City","Avon","PA",4.47786125396374,"Lebanon, PA","Lebanon","Avon"
"City","Chunchula","AL",2.16241048208623,"Mobile, AL","Mobile","Chunchula"
"City","Darlington","MD",1.7335207031068,"Baltimore, MD","Harford","Darlington"
"City","Dawson","IL",3.07884544069434,"Springfield, IL","Sangamon","Dawson"
"City","Crystal Springs","MS",3.11091889331054,"Jackson, MS","Copiah","Crystal Springs"
"City","Bath","PA",2.77813490735264,"Allentown, PA","Northampton","Bath"
"City","Buchanan","GA",2.81545405772923,"Atlanta, GA","Haralson","Buchanan"
"City","Clinton","MD",1.47808780846141,"Washington, MD","Prince Georges","Clinton"
"City","Clinton","MT",1.66501031764751,"Missoula, MT","Missoula","Clinton"
"City","Clive","IA",2.84278113216312,"Des Moines, IA","Polk","Clive"
"City","Bunker Hill Village","TX",1.41918469528457,"Houston, TX","Harris","Bunker Hill Village"
"City","Burnettown","SC",3.92574102250644,"Augusta, SC","Aiken","Burnettown"
"City","Cabin John","MD",0.581397400499115,"Washington, MD","Montgomery","Cabin John"
"City","Calabash","NC",4.28438670337191,"Myrtle Beach, NC","Brunswick","Calabash"
"City","Collingswood","NJ",1.94630557005726,"Philadelphia, NJ","Camden","Collingswood"
"City","Campobello","SC",3.12957945020278,"Spartanburg, SC","Spartanburg","Campobello"
"City","Concord","MA",3.46807285764361,"Boston, MA","Middlesex","Concord"
"City","Alliance","OH",3.05068425761551,"Canton, OH","Stark","Alliance"
"City","Berry Creek","CA",3.32731908396702,"Chico, CA","Butte","Berry Creek"
"City","Fountain Valley","CA",1.42190164990061,"Los Angeles-Long Beach-Anaheim, CA","Orange","Fountain Valley"
"City","Eastford","CT",2.07543608893151,"Worcester, CT","Windham","Eastford"
"City","Heiskell","TN",4.63788387478163,"Knoxville, TN","Anderson","Heiskell"
"City","Gamewell","NC",3.38732518803903,"Hickory, NC","Caldwell","Gamewell"
"City","Larkspur","CO",3.51507965700053,"Denver, CO","Douglas","Larkspur"
"City","Holden","LA",2.26712845676639,"Baton Rouge, LA","Livingston","Holden"
"City","Glasgow Village","MO",-3.04092135795453,"St. Louis, MO","Saint Louis","Glasgow Village"
"City","Glastonbury","CT",2.76564067327687,"Hartford, CT","Hartford","Glastonbury"
"City","Hometown","IL",3.55733802502451,"Chicago, IL","Cook","Hometown"
"City","Lake City","PA",1.46605383493396,"Erie, PA","Erie","Lake City"
"City","Lake Winnebago","MO",3.14565658980741,"Kansas City, MO","Cass","Lake Winnebago"
"City","Emmett","MI",0.894241277029149,"Detroit, MI","Saint Clair","Emmett"
"City","Enon","OH",3.19463604639249,"Springfield, OH","Clark","Enon"
